com_name,cont_name,cont_tel
汕头市自然资源局,林少伟,0754-88465098
广州市海珠区文化馆,胡亮,020-34269706
中共惠东县委政法委员会,,18129619997
中山市坦洲镇联一村民委员会,,029-86636005
中山市坦洲镇联一村民委员会,,0760-86636005
深圳市光明区楼村小学,杨老师,0755-29858958
深圳市光明区楼村小学,陈老师,0755-84562314
中山市东凤镇伯公社区居民委员会,陈先生,0760-22600407
广州市番禺区市桥沙墟一小学,郭锦辉,020-84611977
广州市番禺区市桥沙墟一小学,刘涛,020-84635862
东莞市麻涌镇人民政府住房规划建设局,谭佩丽,13925728631
汕尾市消防支队,陈杰豪,0660-3386119
开平市第二中学,,18922059685
梅州开放大学,黄巧桂,0753-2267669
惠城区水口人民医院,,0752-2313983
惠城区水口人民医院,,0752-2316528
清远市清新区文化广电旅游体育局,,13922564733
佛山市顺德区杏坛镇马齐社区行政服务站,李小姐,0757-22896823
国家税务总局清远市税务局,罗先生,0763-3865118
陆河县自然资源局,朱肇铎,0660-5663116
广东省卫生健康委员会政务服务中心,王怡馨,020-83828508
广东省卫生健康委员会政务服务中心,,020-85165503
广东省卫生健康委员会政务服务中心,,13310880566
广东省卫生健康委员会政务服务中心,,13710863724
广东省卫生健康委员会政务服务中心,,15999929298
江门市江海区城市管理和综合执法局,邓先生,0750-3880610
江门市江海区城市管理和综合执法局,,0750-3880633
江门市江海区城市管理和综合执法局,,07503880633
广州公交集团电车有限公司,刘小姐,020-81956378
国家税务总局佛山市税务局,,0757-82963889
东莞市樟木头镇敬老院,,0769-87716449
东莞市机关幼儿园,,0769-22668228
东莞市机关幼儿园,周玉茜,13509822612
东莞市麻涌镇水务工程建设运营中心,,010-88282805
广东省台山市气象局,黄国成,0750-5513836
惠东县平海中心小学,,0752-8819872
惠东县平海中心小学,,13556258938
广州南沙经济技术开发区建设和交通局,,020-29018737
广州南沙经济技术开发区建设和交通局,李工,020-34667605
广州南沙经济技术开发区建设和交通局,何工,020-39391996
广州南沙经济技术开发区建设和交通局,吴周宝,020-39910659
广州南沙经济技术开发区建设和交通局,罗建宗,020-39910678
广州南沙经济技术开发区建设和交通局,,020-89059873
广东广弘控股股份有限公司,曾工,13002039200
佛山市三水区乐平镇大岗村民委员会,,13928551950
中核韶关锦原铀业有限公司,黄主任,0751-6226375
广州发展能源站管理有限公司,,020-87578504
中山市港口镇敬老院,,13702301238
博罗县住房和城乡建设局,,020-83282787
博罗县住房和城乡建设局,,0752-6219922
博罗县住房和城乡建设局,住建局,0752-6624822
博罗县住房和城乡建设局,尹小姐,0752-6639936
博罗县住房和城乡建设局,陈工,0752-6731237
博罗县住房和城乡建设局,,18688316990
广州开发区西区产业园管理委员会,孙先生,020-82111138
广州开发区西区产业园管理委员会,陈坚,020-82112062
广州开发区西区产业园管理委员会,赵先生,020-82515436
广州开发区西区产业园管理委员会,尤先生,020-82515439
揭阳市自然资源局空港分局,陈先生,0663-8779984
江门市蓬江区自然资源局,,0750-3103038
江门市蓬江区自然资源局,,0750-3160372
江门市蓬江区自然资源局,,0750-3291793
中国人民政治协商会议广东省茂名市委员会办公室,崔艳霞,0668-2910380
九三学社茂名市委员会,梁谋,0668-3999393
惠州市惠阳区城乡管理和综合执法局,,0752-3115912
惠州市惠阳区城乡管理和综合执法局,张晓安,0752-3836909
惠州市惠阳区城乡管理和综合执法局,,13802477110
广东省阳山县气象局,何若锋,0763-7800908
广东省阳山县气象局,李迪,0763-7803673
广东省阳山县气象局,朱勇,15323186659
中山市西区广丰小学,,13326923138
广州市南沙区大岗镇水利所,梁嘉铭,020-84935346
南澳县政府投资代建管理中心,,13353067516
广东省动物疫病预防控制中心（广东省动物卫生技术中心）,李文东,020-34281951
清远市清城区洲心街三角村民委员会,,13059580120
佛山市顺德区龙江供销幼儿园,杨美英,0757-23368407
佛山市顺德区龙江供销幼儿园,杨美英,18923262644
东莞市数据互联有限公司,韩乐,0769-22083231
汕头市城乡规划局龙湖分局,黄佳真,0754-8580109
汕头市城乡规划局龙湖分局,黄佳真,0754-88580109
广东科贸职业学院广东科贸职业学院,,020-22014954
佛山市禅城区石湾镇街道机关工会委员会,,13702855841
珠海万山海洋开发试验区管理委员会经济发展局,,15687861626
龙门县永汉镇第二小学,,13669563198
鹤山市发展和改革局,,0750-8883449
四会市自然资源局,龙建安,0758-3266283
四会市自然资源局,李先生,0758-3266338
四会市自然资源局,钱先生,0758-3268771
四会市自然资源局,,0758-3330008
中山市沙溪镇中兴村股份合作经济联合社,,13560626468
江门市江海区外海街道麻一村民委员会,,13542166802
中山市板芙镇卫生监督所,,0750-86502289
开平市医疗保障局,,020-2229805
惠东县平海第二小学,,13413195580
惠东县平海第二小学,,18928372638
珠海国家高新技术产业开发区新青科技工业园管理委员会,梁小姐,0756-5218879
珠海国家高新技术产业开发区新青科技工业园管理委员会,王春永,13750027297
珠海国家高新技术产业开发区新青科技工业园管理委员会,黄小姐,15916287631
南澳县自然资源局,谢林成,0754-86802569
南澳县自然资源局,,0754-86812808
南澳县自然资源局,,0754-86812809
南澳县自然资源局,,0754-86816297
南澳县自然资源局,钱先生,0754-89803393
淮南市驻深圳招商联络处,马越,15212689626
韶关市曲江区农业农村局,伍路养,0751-6688330
韶关市曲江区农业农村局,,0751-6689606
韶关市曲江区农业农村局,,13226518978
东莞市南城街道办事处社会事务局,欧阳嘉祺,13751350043
国家税务总局化州市税务局,,0668-7370553
国家税务总局化州市税务局,梁忠,13828653631
佛山市三水区芦苞镇龙坡中学,刘永端,0757-87237391
佛山市三水区芦苞镇龙坡中学,,13702753789
广东省道路运输事务中心,彭鑫佼,020-83732286
佛山市顺德区陈村镇大都小学,,13630045508
中石油燃料油有限责任公司华南销售分公司,陈平天,010-62065666
东莞市塘厦镇横塘股份经济联合社,罗先生,0769-87918927
东莞市财政局莞城分局,,0769-22106036
佛山市顺德区大良街金榜社区居民委员会,,13929177607
兴宁市住房和城乡建设局,付先生,0753-3320735
兴宁市住房和城乡建设局,付先生,0753-3332785
广州市荔湾区南源街道办事处,,020-81944375
惠东县城乡管理和综合执法局,,0752-8896319
惠东县城乡管理和综合执法局,,0752-8898858
广东省宝月经济发展总公司,廖小姐,0757-66891032
广东省宝月经济发展总公司,蔡先生,0757-66891073
佛山中德工业服务区管理委员会顺德片区建设局,何晓燕,0757-29878607
佛山中德工业服务区管理委员会顺德片区建设局,陈先生,13923236638
佛山中德工业服务区管理委员会顺德片区建设局,陈先生,18688268111
龙川县佗城镇人民政府,杨先生,0762-6681081
国家税务总局江门市税务局,蒋振泉,0750-3278085
国家税务总局江门市税务局,,0750-3298056
国家税务总局江门市税务局,,0750-3298102
龙川县民政局,魏慧淦,0762-6754456
中山市横栏镇横东股份合作经济联合社,,13528233326
东莞粤储粮港务有限公司,许工,0769-81296209
深圳市坪山区碧岭办事处市政服务中心,陈工,13433445594
惠东县梁化镇环联村民委员会,,13928331163
中国致公党茂名市委员会,邵杭伟,0668-2803300
深圳市宝安区石岩镇工业投资公司,,0755-27760777
深圳市宝安区石岩镇工业投资公司,,18025357885
吴川市浅水镇龙首村民委员会,柯,13822557969
中山市民众镇经济发展和科技信息局,,0760-85168291
汕头市濠江区广澳街道东湖社区居民委员会,,0754-83590303
广州市海珠区城市管理和综合执法局,周小姐,020-34140083
广州市海珠区城市管理和综合执法局,邓婷英,020-34140791
佛山市顺德区北滘镇农产品质量监督检测站,,0757-26606110
广州市番禺区城镇路灯管理所,陈卫明,020-23887577
斗门区乾务镇五山初级中学,,020-22105663
斗门区乾务镇五山初级中学,李鲁,13702641193
东莞市联丰实业发展总公司,,0755-22412189
江门市生态环境局蓬江分局,邓祝庆,0750-3291935
江门市生态环境局蓬江分局,邓祝庆,0750-3296805
华能阳江风力发电有限公司,,020-62995749
广州市花都区科技工业商务和信息化局,庾惠玲,020-86881829
广州市增城区人民政府,翁先生,020-32985020
广州市增城区人民政府,温工,020-82717166
广州市增城区人民政府,姚工,020-82854160
广州市增城区人民政府,刘工,020-82976886
广州市增城区人民政府,陈先生,020-82987166
广州市增城区人民政府,吴工,13710172699
汕头市自然资源局澄海分局,蔡先生,0754-85884624
汕头市自然资源局澄海分局,朱少滨,0754-85886642
汕头市自然资源局澄海分局,王先生,13825817455
深圳市大浪颐丰华股份合作公司,王先生,0755-23332589
深圳市大浪颐丰华股份合作公司,吴生,13602691838
梅州市文化广电旅游局,,0753-2152293
梅州市文化广电旅游局,李恒珍,0753-2279102
茂名市职业介绍服务中心,蓝树茂,0668-2976997
惠州市惠城区小金口街道白石村竹洞村,,13068208288
雷州市政务服务数据管理局,,07598851717
东莞市虎门镇人民政府商务局,叶婉萍,0769-85027688
东莞市虎门镇人民政府商务局,,0769-85103521
湛江市麻区环卫处,,0755-3301869
湛江市麻区环卫处,,0759-3301869
中山市产业平台（三角园）管理中心,,18824731686
深圳司法局,师健,0755-83053813
广东省卫生健康委员会药具管理中心,胡小姐,020-87030400
广东省卫生健康委员会药具管理中心,朱迪,020-87030432
东莞市桥头镇农业技术服务中心,罗慧娟,13713226221
高州市文化广电旅游体育局,古忠桂,0668-6886722
韶关市社会保险服务管理局,刘肇慧,0751-8728200
博罗县罗浮山朱明洞景区管理服务有限公司,,0752-6667168
东莞市文化广电旅游体育局石碣执法分局,卢银勋,13790652211
佛山市三水区乐平镇竹山村竹山岗股份经济合作社,,18038806088
广东简盛食品股份有限公司,,13502770630
惠东县巽寮中心学校,,0752-8337131
惠东县巽寮中心学校,黄佛铭,0752-8337167
惠州市惠阳区新圩镇元洞村民委员会,,0755-3332289
惠州市惠阳区新圩镇元洞村民委员会,,19107520998
东莞市望牛墩镇人民政府社会事务局,袁先生,0769-88855113
新兴县公安局河头派出所,莫耀强,0766-2889689
汕头市澄海区隆都中心卫生院,胡振添,0754-85782004
东莞市城市管理和综合执法局桥头分局,李全英,0769-82823808
东莞市城市管理和综合执法局桥头分局,张先生,0769-83561333
东莞市城市管理和综合执法局桥头分局,李全英,13794897088
广东龙川枫树坝省级自然保护区管理处,,0762-6388638
佛山市顺德区勒流镇街道龙眼村民委员会,,13724662784
深圳市宝安体育中心,李工,0755-27869127
惠东县梁化镇齐眉塘村民委员会,,13928331163
惠东县平山街道陈塘村民委员会,沈密,15875255997
连平县交通建设投资有限公司,陈生,0762-4309189
潮州市潮安区公路局古巷养护中心,刘世荣,0768-6934358
化州市杨梅镇低埇村民委员会,,13432962168
肇庆市端州区城市管理和综合执法局,莫君妮,0758-2761681
肇庆市端州区城市管理和综合执法局,莫君妮,0758-2761836
汕头市龙湖区采购办公室,汪琳,13192394653
汕头市龙湖区采购办公室,王先生,18923961012
潮州市湘桥区农业农村局,,07682219239
潮州市湘桥区农业农村局,,13631011780
清远市清城区龙塘镇中心幼儿园,,13416530858
惠东县安墩中心小学,,0752-8823090
惠东县安墩中心小学,,13536261362
惠东县安墩中心小学,,13794569893
韶关市生态环境局南雄分局,张先生,0751-3837790
广州市南方人力资源评价中心有限公司,,020-83224521
广州市南方人力资源评价中心有限公司,胡小姐,020-85584570
广州市南方人力资源评价中心有限公司,陈小姐,020-87385151
中国民主促进会广东省茂名市委员会,李继修,0668-2288425
乐昌市农业农村局（乐昌市扶贫开发办公室）,张菁菁,0751-5508521
阳江市阳东区新洲镇新洲初级中学,敖肖平,0662-6750260
佛山市顺德区均安镇敬老院,,0757-25587611
佛山市南海区狮山镇穆院村,,13928699549
佛山市三水区大塘镇潦边村民委员会,,13695210952
江门市江海区礼乐街道向前村民委员会,,13726187282
台山市水步镇中心小学,,0750-5460936
珠海市斗门区农业农村局,罗玉婵,0756-2782694
珠海市斗门区农业农村局,梁永灿,0756-5212166
珠海市斗门区农业农村局,黄工,13702207335
佛山市农业农村局,,0757-82251263
佛山市农业农村局,綦先生,0757-83217963
佛山市农业农村局,徐先生,0757-83280241
佛山市农业农村局,韦先生,0757-83325153
佛山市农业农村局,刘先生,0757-83363538
惠州市惠港中学,,0752-2588893
惠州市惠港中学,,13392028821
深圳智润新能源电力勘测设计院有限公司,杨韵佳,15012520447
深圳智润新能源电力勘测设计院有限公司,范英隆,15220000277
中铁十九局集团广州工程有限公司,钱宇,17666044098
广州市增城区政务服务数据管理局,师小姐,020-82620126
广州市增城区政务服务数据管理局,王俊琼,020-82622523
广州市增城区政务服务数据管理局,王鹏,020-82628216
广州市增城区政务服务数据管理局,尹晓彤,020-82628926
东莞市塘厦镇林村竹联股份经济合作社,李先生,0769-87819013
惠州市惠城区农业农村和水利局,,0752-7829409
惠州市惠城区农业农村和水利局,,0752-7829416
惠州市惠城区农业农村和水利局,陈先生,0752-7829417
惠州市惠城区农业农村和水利局,谭先生,0752-7829616
惠州市惠城区农业农村和水利局,刘小兰,0752-7829625
广州市海珠区卫生健康局,区伟健,020-34270513
广州市海珠区卫生健康局,冯文杰,020-84158130
广州市海珠区卫生健康局,冯文杰,020-84158900
中共梅州市委台港澳工作办公室,曾飞燕,0753-2250313
深圳市交通运输局福田管理局,,0511-83709538
深圳市交通运输局福田管理局,王警,0755-83707886
深圳市交通运输局福田管理局,陈川,0755-83709433
深圳市交通运输局福田管理局,林工,0755-83709538
深圳市交通运输局福田管理局,王东方,0755-83889123
深圳市交通运输局福田管理局,,13077823099
深圳市交通运输局福田管理局,陈丽,18774647125
英德市横石塘镇人民政府,,13542455433
英德市横石塘镇人民政府,,15876331938
东莞市寮步镇牛杨股份经济联合社,祁炳光,0769-83321426
惠州市社会保险基金管理局,黄秀媚,0752-2789286
茂名市社会科学界联合会,李赞,0668-2910307
广东省渔政总队茂名支队,黄键,0668-2888579
广东省渔政总队茂名支队,,13929705837
江门市新会区古井镇农业综合服务中心,汤先生,0750-6280314
江门市新会区古井镇农业综合服务中心,,0750-6288223
江门市新会区古井镇农业综合服务中心,,13555651383
兴宁市黄陂镇卫生院,王思泉,0753-3433856
东莞市常平镇木棆小学,任创辉,13669838533
汕头市中级人民法院,林新颜,0754-88933052
佛山市禅城区玫瑰小学,黄明华,0757-83300026
佛山市禅城区玫瑰小学,,18925972559
中山市坦洲镇七村社区居民委员会,,0760-86651374
清远市清新区水利局,石健,0763-5200451
清远市清新区水利局,黄愉兰,0763-5814687
清远市清新区水利局,,13501456630
清远市清新区水利局,,13509261660
清远市清新区水利局,,13750186865
清远市清新区水利局,,13826689988
清远市清新区水利局,,13828551010
珠海市斗门区档案局,,0756-5522814
广东省梅州市科学技术协会,廖胜红,0753-2279380
深圳华西安装捷顺科技中心,蒋晗,18664571261
深圳市元景投资开发有限责任公司,谢艺欣,13530008288
深圳市元景投资开发有限责任公司,谢艺欣,18033438998
广东省焊接技术研究所,许磊,020-61086565
广东省焊接技术研究所,王小姐,020-61086883
大埔县住房和城乡建设局,黄锡通,0753-5524435
大埔县住房和城乡建设局,刘先生,0753-5529130
大埔县住房和城乡建设局,陈远凤,0753-5529230
德庆县自然资源局,阮小勇,0758-7780722
德庆县自然资源局,黄先生,0758-7783106
德庆县自然资源局,陈荣桓,0758-7787120
德庆县自然资源局,郭先生,0758-7787713
中山市沙溪镇龙瑞村股份合作经济联合社,刘生,13531833336
中山市沙溪镇龙瑞村股份合作经济联合社,刘生,13925338186
梅州市金融工作局,李锡方,0753-2301313
茂名市水果局,张浩,0668-2913836
深圳口岸医院,刘工,0755-83774029
深圳口岸医院,兰小姐,0755-83774078
阳江市江城区埠场镇人民政府,谭学富,0662-3810011
广东省政务服务数据管理局,邓先生,020-83134201
广东省政务服务数据管理局,,020-83134216
广东省政务服务数据管理局,邓守毅,020-83134223
广东省政务服务数据管理局,张先生,020-83134255
广东省政务服务数据管理局,,020-83134295
广东省政务服务数据管理局,梁先生,020-83134495
广东省政务服务数据管理局,,020-83134724
广东省政务服务数据管理局,吴磊,020-83134748
广东省政务服务数据管理局,,020-83134756
广东省政务服务数据管理局,,020-83134763
广东省政务服务数据管理局,,18922199330
广东省政务服务数据管理局,,18922220312
大连大学附属中山医院院,连科长,0411-62893599
清远市清新区卫生健康局,黄沛勇,0763-5827509
清远市清城区松岗中学,周先生,0763-3153705
清远市清城区松岗中学,,0763-3322026
清远市清城区松岗中学,,13610503927
清远市清城区松岗中学,,13927665518
清远市清城区松岗中学,,18125083972
惠州市农业农村局,吴先生,0752-2808003
惠州市农业农村局,朱倬仪,0752-2808611
国家税务总局揭阳空港经济区税务局,杨先生,0663-8772226
惠州市惠城区江北街道办事处社区卫生服务中心,梁敏,0752-2811125
惠州市惠城区江北街道办事处社区卫生服务中心,,0752-7380138
云浮市（罗定）第三人民医院,潘剑,0766-3782189
云浮市（罗定）第三人民医院,,13826844666
深圳市嘉康惠宝肉业有限公司,廖云辉,0755-23030373
深圳市嘉康惠宝肉业有限公司,祝希宁,15945957301
湛江市坡头区医疗保障局,,0759-3999289
梅州市政协办公室,郭江源,0753-2261512
江门市地震监测中心,龙飞,18823079987
中山市板芙镇四联村民委员会,,0760-86508435
佛山市南海区狮山镇国土城建和水务局（水务）罗村工作办公室,,13420722778
大埔县汉埔旅游产业投资管理有限公司,曹先生,13450367739
南雄市农业农村局,林应芳,0751-6929136
南雄市农业农村局,,0751-6929138
南雄市农业农村局,,0751-6929158
南雄市农业农村局,,0751-8229558
南雄市农业农村局,,0751-8730301
东莞市长安镇乌沙小学,朱镇海,13662861409
普宁市中医医院（普宁市骨伤科医院）,陈裕南,0663-2170468
广州云从信息科技有限公司,杨老师,020-85521717
国家税务总局广东省税务局电子税务管理办公室,,020-38358275
广东鼎先农业投资有限公司,李小姐,0759-7602033
郁南县农业农村局,徐靖,0766-7330392
郁南县农业农村局,袁先生,0766-7590092
揭西县卫生健康局,邱佑行,0663-5593626
佛山市三水区发展和改革局,左国基,0757-87733722
佛山市三水区发展和改革局,,13928585213
佛山市三水区发展和改革局,,13929995992
佛山市三水区发展和改革局,,15815966866
深圳市宝安区沙井街道中心幼儿园,,0755-27758326
深圳市宝安区沙井街道中心幼儿园,钟红芳,13928433894
深圳市宝安区沙井街道中心幼儿园,朱杰,18988768032
广州市天河区城市管理和综合执法局,,020-87541897
广州市天河区城市管理和综合执法局,庞工,020-87544578
深圳海关食品检验检疫技术中心,陈先生,0755-84394179
东莞市塘厦镇公用事业服务中心（东莞市塘厦镇道路养护所）,罗先生,0769-82621768
东莞市塘厦镇公用事业服务中心（东莞市塘厦镇道路养护所）,冯胜波,0769-87724133
清远市生态环境局英德分局,金红英,0763-2222755
清远市生态环境局英德分局,郑海鹰,0763-2228923
清远市生态环境局英德分局,许站,13680018472
广州市南沙区东涌第一小学,张老师,020-34910482
广州市南沙区东涌第一小学,郭银波老师,020-84908583
珠海大横琴创新发展有限公司,,0756-6330853
珠海大横琴创新发展有限公司,黄冠明,0756-6330856
珠海大横琴创新发展有限公司,黄冠明,0756-6330857
珠海大横琴创新发展有限公司,金碧芸,0756-6330859
湛江市文化广电旅游体育局,肖春明,0759-3161918
湛江市文化广电旅游体育局,,07593161708
深圳市坪山区机关事务管理中心,,0755-28318931
中山市坦洲镇教育事务指导中心,,13928136196
佛山市顺德区荔村小学,苏老师,0757-27731093
佛山市顺德区荔村小学,苏碧贤,18988671932
广州发展新塘热力有限公司,陈工,020-26233351
广州发展新塘热力有限公司,,020-81811919
广州发展新塘热力有限公司,何工,020-81975536
河源市自然资源局,,0762-3663006
河源市自然资源局,邓洪远,0762-3663026
河源市自然资源局,邓洪远,0762-3663036
河源市自然资源局,,0762-3663123
河源市自然资源局,叶先生,0762-3668263
揭阳市自来水有限公司,陈先生,0663-8687668
佛山市南海区住房城乡建设和水利局,谭工,0757-86221093
佛山市南海区住房城乡建设和水利局,李先生,0757-86226113
佛山市南海区住房城乡建设和水利局,李先生,0757-86287930
佛山市南海区住房城乡建设和水利局,邓先生,0757-86289771
佛山市南海区住房城乡建设和水利局,周俊峰,0757-86325251
佛山市南海区住房城乡建设和水利局,郭先生,0757-86393791
佛山市南海区住房城乡建设和水利局,,13702989791
佛山市南海区住房城乡建设和水利局,,13928680090
深圳外国语学校龙华学校,邓绍勇,0755-28100135
深圳外国语学校龙华学校,邓老师,15014042489
茂名市电白区城市管理和综合执法局,冯先生,0668-18926706
茂名市电白区城市管理和综合执法局,冯先生,0668-5512006
茂名市电白区城市管理和综合执法局,冯先生,18926706566
佛山市南海区九江镇下西社区居民委员会,,0757-86586351
珠海市技师学院,李平,0756-3808371
中山市大雁工业开发有限公司,,15807619443
广州市荔湾区农业农村和水务局,陈科,020-81500538
中铁建工集团广州分公司,,020-31109880-823
中铁建工集团广州分公司,齐小红,020-31109880-842
中铁建工集团广州分公司,齐小红,13822190309
中铁建工集团广州分公司,张寅,18666105176
茂名市茂南区城市管理和综合执法局,黎剑锋,0668-2816198
珠海市高新总部基地建设发展有限公司,肖欣蓉,0756-8303236
珠海市高新总部基地建设发展有限公司,华倩,0756-8303530
珠海市高新总部基地建设发展有限公司,肖欣蓉,13430374393
广州市越秀区城市管理和综合执法局,朱光义,020-83376136
广州市越秀区城市管理和综合执法局,黄科,020-83376323
广州市越秀区城市管理和综合执法局,黄科,18620205567
茂名市职业技能鉴定指导中心,杨昊,0668-2976997
中共丰顺县委宣传部,李美华,0753-6688072
阳江市海陵岛经济开发试验区房管中心,,0662-3897099
汕头保税区管委会办公大楼管理处,许工,0754-83594538
梅州市客家山歌传承保护中心,田海容,0753-2290208
佛山市土地储备中心,熊江江,0757-83992776
广州市规划和自然资源局白云区分局,李小姐,020-00000000
广州市规划和自然资源局白云区分局,黄工,020-36074767
广州市规划和自然资源局白云区分局,黄嘉雯,020-36074775
广州市规划和自然资源局白云区分局,胡佳,020-36241957
广州市规划和自然资源局白云区分局,郑小姐,020-36248894
广州市规划和自然资源局白云区分局,赵晶,020-36500390
广州市规划和自然资源局白云区分局,阳工,020-86397316
广州市规划和自然资源局白云区分局,程鑫,020-86590552
广州市规划和自然资源局白云区分局,龙佩文,020-86590627
东莞市道滘镇人民政府,,020-81332581
东莞市道滘镇人民政府,,0731-81332581
东莞市道滘镇人民政府,,0755-81332583
东莞市道滘镇人民政府,,0769-81332491
东莞市道滘镇人民政府,,0769-81332581
梅州市农业农村局,温凡,0753-2246061
梅州市农业农村局,,0753-2283761
惠州市住房和城乡建设局,,0752-2101651
惠州市住房和城乡建设局,,0752-2117637
惠州市住房和城乡建设局,,0752-2167210
惠州市住房和城乡建设局,,0752-2167372
惠州市住房和城乡建设局,,0752-2167380
惠州市住房和城乡建设局,刘先生,0752-2898581
惠州市住房和城乡建设局,陈年兴,0752-2898655
惠州市住房和城乡建设局,陈年兴,0752-2898679
惠州市住房和城乡建设局,,13790758632
中山市横栏镇教育事务指导中心,,0760-87617151
中山市横栏镇教育事务指导中心,,15800124697
东莞市厚街镇竹溪小学,李海雄,13580722768
东坑镇人民政府,,0769-83861048
惠州市国有梁化林场,饶生,0752-8962648
惠州市国有梁化林场,,13825428383
东莞市道滘镇人民政府土地储备与城市更新办公室,卢工,0769-81332610
东莞市道滘镇人民政府土地储备与城市更新办公室,吴先生,0769-81332620
佛山市消防支队南海区大队,,0757-86367355
韶关市浈江区自然资源局,,0751-8318706
韶关市浈江区自然资源局,,0751-8932621
东莞市横沥镇重点工程办公室,黄日东,0769-83717618
东莞市横沥镇重点工程办公室,,0769-83722871
格力（珠海红旗）市政道路建设开发有限公司,叶贤聪,0756-8134148
格力（珠海红旗）市政道路建设开发有限公司,叶贤聪,0756-8134193
广州华侨博物馆,俞周虎,020-83208573
连平县城市管理和综合执法局,吴欣烨,0762-4320661
清远市清新区城市管理和综合执法局,罗先生,0763-5810019
清远市清新区城市管理和综合执法局,刘颖,0763-5810568
清远市清新区城市管理和综合执法局,,19902809222
清远市清新区城市管理和综合执法局,,19902839888
海丰县文化广电旅游体育局,吴楚端,0660-6622212
广州市南沙区万顷沙镇第一幼儿园,沈小姐,020-84954006
东莞市水务工程质量安全监督站,莫洪波,13509828033
东莞市水务工程质量安全监督站,黄艳婷,13925718042
深圳市南山区后海小学,黄老师,0755-21606619
深圳市南山区后海小学,黄老师,18682195657
台山市农业农村局,李先生,0750-5587262
台山市农业农村局,黄建伟,0750-5587263
惠州市生态环境局惠阳分局,,0752-2113128
惠州市生态环境局惠阳分局,,0752-3355786
惠州市生态环境局惠阳分局,张先生,0752-3826529
江门市蓬江区统计局,林沃宁,15362527752
广州市南沙区黄阁镇麒麟新城幼儿园,凌小姐,020-34973479
江门市人民政府社会发展研究中心,吴绍宇,13822330416
广州市南沙新区明珠湾开发建设管理局,熊工,020-39006093
广州市南沙新区明珠湾开发建设管理局,熊工,020-39006886
广州市南沙新区明珠湾开发建设管理局,徐慧嘉,020-39006992
广州市南沙新区明珠湾开发建设管理局,李工,020-39006998
广州市南沙新区明珠湾开发建设管理局,熊工,020-39053360
广州市南沙新区明珠湾开发建设管理局,熊工,02039006886
化州市应急管理局,陈土伟,0668-7370225
云浮市云安区自然资源局,梁先生,0766-8586229
云浮市云安区自然资源局,李先生,0766-8638702
云浮市云安区自然资源局,陈树辉,0766-8638708
云浮市云安区自然资源局,,0766-8638712
云浮市云安区自然资源局,,0766-8638869
云浮市云安区自然资源局,赵先生,0766-8923079
广东高州师范附属第一小学,,0668-2220558
广东高州师范附属第一小学,邱锋,0668-6664152
中山市民众镇人民政府办公室,袁雪连,0760-85168223
中山市民众镇人民政府办公室,袁雪连,0760-85168382
中山开放大学,,0760-88878251
佛山市禅城区环境卫生养护中心,陈开平,0757-82227241
湛江市结核病防治所,梁科,13302577123
吴川市人民检察院,,13822500038
吴川市人民检察院,,13822520526
吴川市人民检察院,,15816001024
东莞市樟木头镇实验小学,叶林强,13316646818
东莞市樟木头镇实验小学,苏林,15999718283
佛山市顺德区逢简小学,陈春雷,13424669668
广州市生态环境局南沙区分局,麦杏仪,020-34684063
广州市生态环境局南沙区分局,,020-39053812
广州市生态环境局南沙区分局,卢女士,020-39910543
江门市蓬江区土地储备中心,,0750-3229879
中山市东升镇胜龙村民委员会,,13590798333
开平市自然资源局,,020-2257763
开平市自然资源局,梁杰钊,0750-2257700
开平市自然资源局,,0750-2257701
广州市番禺区第二人民医院（广州市番禺区大石人民医院）,黎坤境,020-34791168
江门市新会区城市管理和综合执法局,高小姐,0750-6132010
江门市新会区城市管理和综合执法局,苏小姐,0750-6132360
江门市新会区城市管理和综合执法局,陈宇鹏,0750-6132996
江门市新会区城市管理和综合执法局,,0750-6133567
江门市新会区城市管理和综合执法局,黄工,0754-6132292
中山七院附属第七医院,张小姐,0755-81206027
中山七院附属第七医院,许工,0755-81206090
东莞市公安分局万江分局,叶小姐,0769-22278810
惠州市海上应急搜救中心,卓启良,0752-5566973
福田区城市管理和综合执法局,易工,0755-83116998
福田区城市管理和综合执法局,易小姐,0755-83151886
茂名市茂南区农业农村局,黎先生,0668-2827166
茂名市茂南区农业农村局,李方琴,0668-3910520
茂名市退役军人事务局,李河,0668-2099970
深圳市烟草南山公司,马文君,13425123587
深圳市宝安区石岩湖学校,卢老师,0755-23212165
深圳市宝安区石岩湖学校,刘伟强,0755-23219998
深圳市宝安区石岩湖学校,林主任,0755-23331898
深圳市宝安区石岩湖学校,林国权,13316839238
深圳市宝安区石岩湖学校,何工,13760139527
东莞市石龙镇人民政府,林智聪,13729909168
广州市黄埔区凤凰湖小学,丁老师,13726706998
广州市黄埔区凤凰湖小学,陈老师,15815858879
中共梅州市委党史研究室,凌云飞,07532241879
珠海市金湾区交通运输局,曾志伟,0756-7262108
深圳市坪山区水务局,,0755-28318905
深圳市坪山区水务局,徐先生,0755-28398650
深圳市坪山区水务局,卢卫平,0755-28398657
深圳市坪山区水务局,王雅莉,0755-85209939
深圳市坪山区水务局,邹工,0755-89217132
深圳市坪山区水务局,邹淑坤,0755-89366552
深圳市坪山区水务局,邹工,0755-89369305
深圳市坪山区水务局,邹工,0755-89369350
深圳市坪山区水务局,邹淑坤,0755-89369617
